"","X","date_performed","bioassay_performed","biological_rep_number","technical_rep_number","papers_coated_by","performed_by","kd_scored_by","Mort_ScoredBy","X48hr_scored_by","X72hr_scored_by","mosquito_wet_weights_g","mosquito_dry_weights_g","mosquito_wing_lengths","start_exposure_temperature_c","start_exposure_humidity_percentage","end_exposure_temperature_c","end_exposure_humidity_percentage","X24_hour_temperature_c","Mort_Humid_Perc","X48_hour_temperature_c","X48_hour_humidity_percentage","X72_hour_temperature_c","X72_hour_humidity_percentage","colony","insecticide","concentration_percentage","concentration_mgm2","concentration_ugbottle","Knockdown_60min","Mortality_24hr","X48_hour_dead","X72_hour_dead","total_mosquitoes","data_input_checked","bioassay_notes","RawKDProp","RawMortProp","StartHumidProp","EndHumidProp","MortHumidProp","HumidDelta","Alive"
"314",314,"2022-05-26","WHO_Tubes",5,6,"Not Assesed","jag","jag","jag",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,1,NA,NA,25,NA,NA,0,0.04,0.776,0.767,0.777,0.899999999999991,24
"315",315,"2022-05-26","WHO_Tubes",5,7,"Not Assesed","jag","jag","jag",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,2,4,NA,NA,24,NA,NA,0.0833333333333333,0.166666666666667,0.776,0.767,0.777,0.899999999999991,20
"316",316,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","jag","gpr","gpr",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.776,0.767,0.777,0.899999999999991,25
"317",317,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","jag","gpr","gpr",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","silicone_oil","negative",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.776,0.767,0.777,0.899999999999991,25
"318",318,"2022-05-26","WHO_Tubes",5,1,"Not Assesed","jag","gpr","gpr",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,7,13,NA,NA,28,NA,NA,0.25,0.464285714285714,0.776,0.767,0.777,0.899999999999991,15
"319",319,"2022-05-26","WHO_Tubes",5,2,"Not Assesed","jag","gpr","gpr",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,8,5,NA,NA,27,NA,NA,0.296296296296296,0.185185185185185,0.776,0.767,0.777,0.899999999999991,22
"320",320,"2022-05-26","WHO_Tubes",5,3,"Not Assesed","jag","gpr","gpr",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,1,1,NA,NA,25,NA,NA,0.04,0.04,0.776,0.767,0.777,0.899999999999991,24
"321",321,"2022-05-26","WHO_Tubes",5,4,"Not Assesed","jag","gpr","gpr",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,0,NA,NA,26,NA,NA,0,0,0.776,0.767,0.777,0.899999999999991,26
"322",322,"2022-05-26","WHO_Tubes",5,5,"Not Assesed","jag","gpr","gpr",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,9,16,NA,NA,28,NA,NA,0.321428571428571,0.571428571428571,0.776,0.767,0.777,0.899999999999991,12
"323",323,"2022-05-26","WHO_Tubes",5,6,"Not Assesed","jag","gpr","gpr",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,0,1,NA,NA,25,NA,NA,0,0.04,0.776,0.767,0.777,0.899999999999991,24
"324",324,"2022-05-26","WHO_Tubes",5,7,"Not Assesed","jag","gpr","gpr",NA,NA,0.00135,6e-04,NA,"27",77.6,"27",76.7,"27.1",77.7,NA,NA,NA,NA,"kisumu","permethrin","0.03",NA,NA,2,4,NA,NA,24,NA,NA,0.0833333333333333,0.166666666666667,0.776,0.767,0.777,0.899999999999991,20
"325",325,"2022-11-15","who tube",NA,1,"Not Assesed","jag","jag","jag",NA,NA,0.000814,0.000507,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","PY Contol","negative",NA,NA,0,0,NA,NA,24,NA,NA,0,0,0.768,0.794,0.787,2.60000000000001,24
"326",326,"2022-11-15","who tube",NA,1,"Not Assesed","jag","jag","jag",NA,NA,0.000814,0.000507,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,22,22,NA,NA,22,NA,NA,1,1,0.768,0.794,0.787,2.60000000000001,0
"327",327,"2022-11-15","who tube",NA,2,"Not Assesed","jag","jag","jag",NA,NA,0.000814,0.000507,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,30,30,NA,NA,30,NA,NA,1,1,0.768,0.794,0.787,2.60000000000001,0
"328",328,"2022-11-15","who tube",NA,3,"Not Assesed","jag","jag","jag",NA,NA,0.000814,0.000507,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,15,12,NA,NA,22,NA,NA,0.681818181818182,0.545454545454545,0.768,0.794,0.787,2.60000000000001,10
"329",329,"2022-11-15","who tube",NA,1,"Not Assesed","jag","kg","gpr",NA,NA,0.000814,0.000507,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","PY Contol","0.03",NA,NA,0,0,NA,NA,24,NA,NA,0,0,0.768,0.794,0.787,2.60000000000001,24
"330",330,"2022-11-15","who tube",NA,1,"Not Assesed","jag","kg","gpr",NA,NA,0.000814,0.000507,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","negative",NA,NA,22,22,NA,NA,22,NA,NA,1,1,0.768,0.794,0.787,2.60000000000001,0
"331",331,"2022-11-15","who tube",NA,2,"Not Assesed","jag","kg","gpr",NA,NA,0.000814,0.000507,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,30,30,NA,NA,30,NA,NA,1,1,0.768,0.794,0.787,2.60000000000001,0
"332",332,"2022-11-15","who tube",NA,3,"Not Assesed","jag","kg","gpr",NA,NA,0.000814,0.000507,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,17,12,NA,NA,22,NA,NA,0.772727272727273,0.545454545454545,0.768,0.794,0.787,2.60000000000001,10
"333",333,"2022-11-15","who tube",NA,1,"Not Assesed","gpr","kg","gpr",NA,NA,0.00084,NA,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","PY Contol","0.03",NA,NA,0,1,NA,NA,24,NA,NA,0,0.0416666666666667,0.768,0.794,0.787,2.60000000000001,23
"334",334,"2022-11-15","who tube",NA,1,"Not Assesed","gpr","kg","gpr",NA,NA,0.00084,NA,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,12,9,NA,NA,22,NA,NA,0.545454545454545,0.409090909090909,0.768,0.794,0.787,2.60000000000001,13
"335",335,"2022-11-15","who tube",NA,2,"Not Assesed","gpr","kg","gpr",NA,NA,0.00084,NA,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","negative",NA,NA,9,9,NA,NA,23,NA,NA,0.391304347826087,0.391304347826087,0.768,0.794,0.787,2.60000000000001,14
"336",336,"2022-11-15","who tube",NA,3,"Not Assesed","gpr","kg","gpr",NA,NA,0.00084,NA,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,10,9,NA,NA,24,NA,NA,0.416666666666667,0.375,0.768,0.794,0.787,2.60000000000001,15
"337",337,"2022-11-15","who tube",NA,4,"Not Assesed","gpr","kg","gpr",NA,NA,0.00084,NA,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,6,6,NA,NA,25,NA,NA,0.24,0.24,0.768,0.794,0.787,2.60000000000001,19
"338",338,"2022-11-15","who tube",NA,1,"Not Assesed","gpr","jag","jag",NA,NA,0.00084,NA,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","PY Contol","0.03",NA,NA,0,0,NA,NA,24,NA,NA,0,0,0.768,0.794,0.787,2.60000000000001,24
"339",339,"2022-11-15","who tube",NA,1,"Not Assesed","gpr","jag","jag",NA,NA,0.00084,NA,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","negative",NA,NA,10,9,NA,NA,22,NA,NA,0.454545454545455,0.409090909090909,0.768,0.794,0.787,2.60000000000001,13
"340",340,"2022-11-15","who tube",NA,2,"Not Assesed","gpr","jag","jag",NA,NA,0.00084,NA,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,12,8,NA,NA,23,NA,NA,0.521739130434783,0.347826086956522,0.768,0.794,0.787,2.60000000000001,15
"341",341,"2022-11-15","who tube",NA,3,"Not Assesed","gpr","jag","jag",NA,NA,0.00084,NA,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,9,8,NA,NA,24,NA,NA,0.375,0.333333333333333,0.768,0.794,0.787,2.60000000000001,16
"342",342,"2022-11-15","who tube",NA,4,"Not Assesed","gpr","jag","jag",NA,NA,0.00084,NA,NA,"27",76.8,"27",79.4,"27",78.7,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,9,6,NA,NA,25,NA,NA,0.36,0.24,0.768,0.794,0.787,2.60000000000001,19
"343",343,"2022-11-16","who tube",NA,2,"Not Assesed","jag","jag","jag",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","PY Contol","negative",NA,NA,0,0,NA,NA,26,NA,NA,0,0,0.797,0.793,NA,0.400000000000006,26
"344",344,"2022-11-16","who tube",NA,4,"Not Assesed","jag","jag","jag",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,5,3,NA,NA,23,NA,NA,0.217391304347826,0.130434782608696,0.797,0.793,NA,0.400000000000006,20
"345",345,"2022-11-16","who tube",NA,5,"Not Assesed","jag","jag","jag",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,16,8,NA,NA,28,NA,NA,0.571428571428571,0.285714285714286,0.797,0.793,NA,0.400000000000006,20
"346",346,"2022-11-16","who tube",NA,6,"Not Assesed","jag","jag","jag",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,0,NA,NA,22,NA,NA,0.136363636363636,0,0.797,0.793,NA,0.400000000000006,22
"347",347,"2022-11-16","who tube",NA,7,"Not Assesed","jag","jag","jag",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,22,15,NA,NA,22,NA,NA,1,0.681818181818182,0.797,0.793,NA,0.400000000000006,7
"348",348,"2022-11-16","who tube",NA,2,"Not Assesed","jag","kg","gpr",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","PY Contol","negative",NA,NA,0,0,NA,NA,26,NA,NA,0,0,0.797,0.793,NA,0.400000000000006,26
"349",349,"2022-11-16","who tube",NA,4,"Not Assesed","jag","kg","gpr",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,3,NA,NA,23,NA,NA,0.130434782608696,0.130434782608696,0.797,0.793,NA,0.400000000000006,20
"350",350,"2022-11-16","who tube",NA,5,"Not Assesed","jag","kg","gpr",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,8,8,NA,NA,28,NA,NA,0.285714285714286,0.285714285714286,0.797,0.793,NA,0.400000000000006,20
"351",351,"2022-11-16","who tube",NA,6,"Not Assesed","jag","kg","gpr",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,2,1,NA,NA,22,NA,NA,0.0909090909090909,0.0454545454545455,0.797,0.793,NA,0.400000000000006,21
"352",352,"2022-11-16","who tube",NA,7,"Not Assesed","jag","kg","gpr",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,15,15,NA,NA,22,NA,NA,0.681818181818182,0.681818181818182,0.797,0.793,NA,0.400000000000006,7
"353",353,"2022-11-16","who tube",NA,2,"Not Assesed","gpr","kg","gpr",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","PY Contol","negative",NA,NA,1,1,NA,NA,27,NA,NA,0.037037037037037,0.037037037037037,0.797,0.793,NA,0.400000000000006,26
"354",354,"2022-11-16","who tube",NA,5,"Not Assesed","gpr","kg","gpr",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,2,NA,NA,28,NA,NA,0,0.0714285714285714,0.797,0.793,NA,0.400000000000006,26
"355",355,"2022-11-16","who tube",NA,6,"Not Assesed","gpr","kg","gpr",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,14,NA,NA,29,NA,NA,0.103448275862069,0.482758620689655,0.797,0.793,NA,0.400000000000006,15
"356",356,"2022-11-16","who tube",NA,7,"Not Assesed","gpr","kg","gpr",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,28,NA,NA,0,0.0357142857142857,0.797,0.793,NA,0.400000000000006,27
"357",357,"2022-11-16","who tube",NA,2,"Not Assesed","gpr","jag","jag",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","PY Contol","negative",NA,NA,1,1,NA,NA,27,NA,NA,0.037037037037037,0.037037037037037,0.797,0.793,NA,0.400000000000006,26
"358",358,"2022-11-16","who tube",NA,5,"Not Assesed","gpr","jag","jag",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,2,NA,NA,28,NA,NA,0.107142857142857,0.0714285714285714,0.797,0.793,NA,0.400000000000006,26
"359",359,"2022-11-16","who tube",NA,6,"Not Assesed","gpr","jag","jag",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,11,16,NA,NA,29,NA,NA,0.379310344827586,0.551724137931034,0.797,0.793,NA,0.400000000000006,13
"360",360,"2022-11-16","who tube",NA,7,"Not Assesed","gpr","jag","jag",NA,NA,NA,NA,NA,"27.1",79.7,"27",79.3,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,2,NA,NA,28,NA,NA,0.107142857142857,0.0714285714285714,0.797,0.793,NA,0.400000000000006,26
"361",361,"2022-11-22","gpr",NA,1,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00081,0.000527,2.9589,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,24,NA,NA,0,0,0.782,0.789,0.779,0.700000000000003,24
"362",362,"2022-11-22","gpr",NA,1,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00081,0.000527,2.9589,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,0,NA,NA,24,NA,NA,0,0,0.782,0.789,0.779,0.700000000000003,24
"363",363,"2022-11-22","gpr",NA,2,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00081,0.000527,2.9589,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,3,NA,NA,23,NA,NA,0,0.130434782608696,0.782,0.789,0.779,0.700000000000003,20
"364",364,"2022-11-22","gpr",NA,3,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00081,0.000527,2.9589,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,1,NA,NA,22,NA,NA,0.0454545454545455,0.0454545454545455,0.782,0.789,0.779,0.700000000000003,21
"365",365,"2022-11-22","gpr",NA,1,"Not Assesed","gpr","jag","jag",NA,NA,0.00081,0.000527,2.9589,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,24,NA,NA,0,0,0.782,0.789,0.779,0.700000000000003,24
"366",366,"2022-11-22","gpr",NA,1,"Not Assesed","gpr","jag","jag",NA,NA,0.00081,0.000527,2.9589,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,0,NA,NA,24,NA,NA,0,0,0.782,0.789,0.779,0.700000000000003,24
"367",367,"2022-11-22","gpr",NA,2,"Not Assesed","gpr","jag","jag",NA,NA,0.00081,0.000527,2.9589,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,3,NA,NA,23,NA,NA,0,0.130434782608696,0.782,0.789,0.779,0.700000000000003,20
"368",368,"2022-11-22","gpr",NA,3,"Not Assesed","gpr","jag","jag",NA,NA,0.00081,0.000527,2.9589,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,1,NA,NA,22,NA,NA,0.0454545454545455,0.0454545454545455,0.782,0.789,0.779,0.700000000000003,21
"369",369,"2022-11-22","jag",NA,1,"Not Assesed","jag","gpr","gpr",NA,NA,0.000916,0.000595,2.9433,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,25,NA,NA,0,0,0.782,0.789,0.779,0.700000000000003,25
"370",370,"2022-11-22","jag",NA,1,"Not Assesed","jag","gpr","gpr",NA,NA,0.000916,0.000595,2.9433,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,15,17,NA,NA,25,NA,NA,0.6,0.68,0.782,0.789,0.779,0.700000000000003,8
"371",371,"2022-11-22","jag",NA,2,"Not Assesed","jag","gpr","gpr",NA,NA,0.000916,0.000595,2.9433,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,25,27,NA,NA,27,NA,NA,0.925925925925926,1,0.782,0.789,0.779,0.700000000000003,0
"372",372,"2022-11-22","jag",NA,3,"Not Assesed","jag","gpr","gpr",NA,NA,0.000916,0.000595,2.9433,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,5,NA,NA,23,NA,NA,0,0.217391304347826,0.782,0.789,0.779,0.700000000000003,18
"373",373,"2022-11-22","jag",NA,1,"Not Assesed","jag","jag","jag",NA,NA,0.000916,0.000595,2.9433,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,25,NA,NA,0,0,0.782,0.789,0.779,0.700000000000003,25
"374",374,"2022-11-22","jag",NA,1,"Not Assesed","jag","jag","jag",NA,NA,0.000916,0.000595,2.9433,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,16,17,NA,NA,25,NA,NA,0.64,0.68,0.782,0.789,0.779,0.700000000000003,8
"375",375,"2022-11-22","jag",NA,2,"Not Assesed","jag","jag","jag",NA,NA,0.000916,0.000595,2.9433,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,25,27,NA,NA,27,NA,NA,0.925925925925926,1,0.782,0.789,0.779,0.700000000000003,0
"376",376,"2022-11-22","jag",NA,3,"Not Assesed","jag","jag","jag",NA,NA,0.000916,0.000595,2.9433,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,6,NA,NA,23,NA,NA,0,0.260869565217391,0.782,0.789,0.779,0.700000000000003,17
"377",377,"2022-11-23","who tube",NA,2,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,0.000604,NA,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,25,NA,NA,0,0,0.782,0.789,0.779,0.700000000000003,25
"378",378,"2022-11-23","who tube",NA,4,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,0.000604,NA,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,2,8,NA,NA,24,NA,NA,0.0833333333333333,0.333333333333333,0.782,0.789,0.779,0.700000000000003,16
"379",379,"2022-11-23","who tube",NA,5,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,0.000604,NA,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,23,NA,NA,0,0.0434782608695652,0.782,0.789,0.779,0.700000000000003,22
"380",380,"2022-11-23","who tube",NA,6,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,0.000604,NA,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,4,NA,NA,23,NA,NA,0.0434782608695652,0.173913043478261,0.782,0.789,0.779,0.700000000000003,19
"381",381,"2022-11-23","who tube",NA,7,"Not Assesed","gpr","gpr","gpr",NA,NA,0.00094,0.000604,NA,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,0,NA,NA,25,NA,NA,0,0,0.782,0.789,0.779,0.700000000000003,25
"382",382,"2022-11-23","who tube",NA,2,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,0.000604,NA,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,25,NA,NA,0,0,0.782,0.789,0.779,0.700000000000003,25
"383",383,"2022-11-23","who tube",NA,4,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,0.000604,NA,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,8,NA,NA,24,NA,NA,0.125,0.333333333333333,0.782,0.789,0.779,0.700000000000003,16
"384",384,"2022-11-23","who tube",NA,5,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,0.000604,NA,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,23,NA,NA,0,0.0434782608695652,0.782,0.789,0.779,0.700000000000003,22
"385",385,"2022-11-23","who tube",NA,6,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,0.000604,NA,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,2,1,NA,NA,23,NA,NA,0.0869565217391304,0.0434782608695652,0.782,0.789,0.779,0.700000000000003,22
"386",386,"2022-11-23","who tube",NA,7,"Not Assesed","gpr","jag","jag",NA,NA,0.00094,0.000604,NA,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,0,NA,NA,25,NA,NA,0,0,0.782,0.789,0.779,0.700000000000003,25
"387",387,"2022-11-23","who tube",NA,2,"Not Assesed","jag","gpr","gpr",NA,NA,0.00092,0.000569,2.9503,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,1,NA,NA,23,NA,NA,0,0.0434782608695652,0.782,0.789,0.779,0.700000000000003,22
"388",388,"2022-11-23","who tube",NA,4,"Not Assesed","jag","gpr","gpr",NA,NA,0.00092,0.000569,2.9503,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,27,NA,NA,0,0.037037037037037,0.782,0.789,0.779,0.700000000000003,26
"389",389,"2022-11-23","who tube",NA,5,"Not Assesed","jag","gpr","gpr",NA,NA,0.00092,0.000569,2.9503,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,1,NA,NA,26,NA,NA,0.0384615384615385,0.0384615384615385,0.782,0.789,0.779,0.700000000000003,25
"390",390,"2022-11-23","who tube",NA,6,"Not Assesed","jag","gpr","gpr",NA,NA,0.00092,0.000569,2.9503,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,2,2,NA,NA,24,NA,NA,0.0833333333333333,0.0833333333333333,0.782,0.789,0.779,0.700000000000003,22
"391",391,"2022-11-23","who tube",NA,7,"Not Assesed","jag","gpr","gpr",NA,NA,0.00092,0.000569,2.9503,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,7,15,NA,NA,23,NA,NA,0.304347826086957,0.652173913043478,0.782,0.789,0.779,0.700000000000003,8
"392",392,"2022-11-23","who tube",NA,2,"Not Assesed","jag","jag","jag",NA,NA,0.00092,0.000569,2.9503,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,1,NA,NA,23,NA,NA,0,0.0434782608695652,0.782,0.789,0.779,0.700000000000003,22
"393",393,"2022-11-23","who tube",NA,4,"Not Assesed","jag","jag","jag",NA,NA,0.00092,0.000569,2.9503,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,27,NA,NA,0,0.037037037037037,0.782,0.789,0.779,0.700000000000003,26
"394",394,"2022-11-23","who tube",NA,5,"Not Assesed","jag","jag","jag",NA,NA,0.00092,0.000569,2.9503,"27",78.2,"27",78.9,"26.9",77.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,3,NA,NA,26,NA,NA,0.0384615384615385,0.115384615384615,0.782,0.789,0.779,0.700000000000003,23
